Chromosome,Start,End,Length (bp),Methods
Supercontig_12.2,3837601,3838000,400,Depth
Supercontig_12.2,3838001,3838150,150,"Depth,Het"
Supercontig_12.2,3838151,3838850,700,Depth
Supercontig_12.2,3839401,3839600,200,Het
Supercontig_12.2,3840051,3840200,150,Het
Supercontig_12.2,3840201,3840250,50,"Blast,Het"
Supercontig_12.2,3840251,3840400,150,Blast
Supercontig_12.2,3840451,3840550,100,Depth
Supercontig_12.2,3840701,3840950,250,Het
Supercontig_12.2,3840951,3841050,100,"Depth,Het"
Supercontig_12.2,3841051,3841150,100,Het
Supercontig_12.2,3841551,3841600,50,Depth
Supercontig_12.2,3841601,3841750,150,"Depth,Het"
Supercontig_12.2,3841751,3841850,100,Depth
Supercontig_12.2,3842401,3842500,100,Depth
Supercontig_12.2,3843051,3843150,100,Depth
Supercontig_12.2,3843201,3843400,200,Blast
Supercontig_12.2,3844601,3844700,100,Depth
Supercontig_12.2,3846101,3846550,450,Depth
Supercontig_12.2,3847801,3847950,150,Het
Supercontig_12.2,3848351,3848550,200,Depth
Supercontig_12.2,3849551,3849750,200,Depth
Supercontig_12.2,3850701,3850800,100,Depth
Supercontig_12.2,3850801,3851000,200,"Blast,Depth"
Supercontig_12.2,3851001,3851350,350,Depth
Supercontig_12.2,3851351,3851500,150,"Depth,Het"
Supercontig_12.2,3851501,3851600,100,Depth
Supercontig_12.2,3852251,3852350,100,Depth
Supercontig_12.2,3852651,3852800,150,Het
Supercontig_12.2,3853051,3853300,250,Depth
Supercontig_12.2,3854151,3854350,200,Depth
Supercontig_12.2,3854601,3855000,400,Het
Supercontig_12.2,3855201,3855300,100,Het
Supercontig_12.2,3855301,3855450,150,"Depth,Het"
Supercontig_12.2,3855451,3855900,450,Het
Supercontig_12.2,3856651,3856800,150,Het
Supercontig_12.2,3857501,3857600,100,Depth
Supercontig_12.2,3857601,3857750,150,"Blast,Depth,Het"
Supercontig_12.2,3857751,3857800,50,"Blast,Het"
Supercontig_12.2,3859501,3859650,150,Het
Supercontig_12.2,3860601,3860750,150,Het
Supercontig_12.2,3861401,3861550,150,Het
Supercontig_12.2,3863801,3864000,200,Het
Supercontig_12.2,3864151,3864650,500,Depth
Supercontig_12.2,3866951,3867100,150,Het
Supercontig_12.2,3867151,3867250,100,Depth
Supercontig_12.2,3867551,3867800,250,Depth
Supercontig_12.2,3868151,3868250,100,Depth
Supercontig_12.2,3868501,3868800,300,Het
Supercontig_12.2,3869001,3869081,81,"Blast,Depth,Het"
Supercontig_12.2,3869082,3869450,369,"Blast,Depth,Het,Period"
Supercontig_12.2,3869451,3869600,150,"Blast,Depth,Period"
Supercontig_12.2,3869601,3869625,25,"Depth,Period"
Supercontig_12.2,3869626,3869650,25,Depth
Supercontig_12.2,3870451,3871050,600,Depth
Supercontig_12.2,3872051,3872300,250,Depth
Supercontig_12.2,3872301,3872350,50,"Depth,Het"
Supercontig_12.2,3872351,3872800,450,Het
Supercontig_12.2,3873151,3873650,500,Depth
Supercontig_12.2,3874601,3874800,200,Blast
Supercontig_12.2,3875051,3875250,200,Depth
Supercontig_12.2,3875251,3875300,50,"Depth,Het"
Supercontig_12.2,3875301,3875400,100,Het
Supercontig_12.2,3876201,3876350,150,Het
Supercontig_12.2,3877251,3877750,500,Depth
Supercontig_12.2,3878001,3878100,100,Depth
Supercontig_12.2,3878101,3878250,150,Het
Supercontig_12.2,3879751,3880650,900,Het
Supercontig_12.2,3881151,3881650,500,Depth
Supercontig_12.2,3882001,3882150,150,Depth
Supercontig_12.2,3882601,3882700,100,Het
Supercontig_12.2,3882701,3882750,50,"Depth,Het"
Supercontig_12.2,3882751,3882950,200,Depth
Supercontig_12.2,3883251,3883950,700,Het
Supercontig_12.2,3884001,3884100,100,"Blast,Depth"
Supercontig_12.2,3884101,3884200,100,Blast
Supercontig_12.2,3884601,3884700,100,Depth
Supercontig_12.2,3884951,3885250,300,Het
Supercontig_12.2,3886251,3886350,100,Depth
Supercontig_12.2,3886351,3886400,50,"Depth,Het"
Supercontig_12.2,3886401,3886439,39,"Blast,Depth,Het"
Supercontig_12.2,3886440,3886743,304,"Blast,Depth,Het,Period"
Supercontig_12.2,3886744,3886800,57,"Blast,Depth,Het"
Supercontig_12.2,3886801,3887750,950,"Depth,Het"
Supercontig_12.2,3887751,3887950,200,Het
Supercontig_12.2,3887951,3888050,100,Depth
Supercontig_12.2,3888301,3888450,150,Het
Supercontig_12.2,3888901,3888950,50,Depth
Supercontig_12.2,3888951,3889000,50,"Depth,Het"
Supercontig_12.2,3889001,3889150,150,"Blast,Depth,Het"
Supercontig_12.2,3889151,3889400,250,"Blast,Het"
Supercontig_12.2,3889401,3889600,200,"Depth,Het"
Supercontig_12.2,3889601,3890350,750,"Blast,Depth,Het"
Supercontig_12.2,3890351,3890716,366,"Blast,Het"
Supercontig_12.2,3890717,3890850,134,"Blast,Het,Period"
Supercontig_12.2,3890851,3891100,250,"Blast,Depth,Het,Period"
Supercontig_12.2,3891101,3891173,73,"Blast,Depth,Period"
Supercontig_12.2,3891174,3891450,277,"Blast,Depth"
Supercontig_12.2,3891451,3891532,82,Blast
Supercontig_12.2,3891533,3891650,118,"Blast,Period"
Supercontig_12.2,3891651,3892200,550,"Blast,Depth,Het,Period"
Supercontig_12.2,3892201,3892350,150,"Blast,Het,Period"
Supercontig_12.2,3892351,3892750,400,"Blast,Period"
Supercontig_12.2,3892751,3893200,450,"Blast,Het,Period"
Supercontig_12.2,3893201,3893338,138,"Blast,Period"
Supercontig_12.2,3893339,3893500,162,Blast
Supercontig_12.2,3893501,3893550,50,"Blast,Het"
Supercontig_12.2,3893551,3893606,56,"Blast,Depth,Het"
Supercontig_12.2,3893607,3893915,309,"Blast,Depth,Het,Period"
Supercontig_12.2,3893916,3894713,798,"Blast,Depth,Het"
Supercontig_12.2,3894714,3895363,650,"Blast,Depth,Het,Period"
Supercontig_12.2,3895364,3895500,137,"Blast,Depth,Het"
Supercontig_12.2,3895501,3896000,500,"Blast,Het"
Supercontig_12.2,3896001,3896250,250,"Blast,Depth,Het"
Supercontig_12.2,3896251,3896450,200,"Blast,Het"
Supercontig_12.2,3896451,3896738,288,"Blast,Het,Period"
Supercontig_12.2,3896739,3896800,62,"Blast,Het"
Supercontig_12.2,3896801,3897100,300,"Blast,Depth,Het"
Supercontig_12.2,3897101,3898050,950,"Blast,Het"
Supercontig_12.2,3898051,3898200,150,"Blast,Depth,Het"
Supercontig_12.2,3898201,3898400,200,"Depth,Het"
Supercontig_12.2,3898401,3898650,250,"Blast,Het"
Supercontig_12.2,3898651,3899000,350,Blast
Supercontig_12.2,3899001,3899450,450,"Blast,Het"
Supercontig_12.2,3899451,3899650,200,"Blast,Depth,Het"
Supercontig_12.2,3899651,3900155,505,"Blast,Het"
Supercontig_12.2,3900156,3900400,245,"Blast,Het,Period"
Supercontig_12.2,3900401,3900428,28,"Blast,Depth,Het,Period"
Supercontig_12.2,3900429,3900450,22,"Blast,Depth,Het"
Supercontig_12.2,3900451,3900500,50,"Blast,Depth"
Supercontig_12.2,3900501,3901050,550,Blast
Supercontig_12.2,3901051,3901350,300,"Blast,Depth,Het"
Supercontig_12.2,3901351,3901550,200,"Blast,Het"
Supercontig_12.2,3901551,3901736,186,"Blast,Depth,Het"
Supercontig_12.2,3901737,3902200,464,"Blast,Depth,Het,Period"
Supercontig_12.2,3902201,3902450,250,"Blast,Depth,Period"
Supercontig_12.2,3902451,3902550,100,"Blast,Depth,Het,Period"
Supercontig_12.2,3902551,3902600,50,"Blast,Het,Period"
Supercontig_12.2,3902601,3902850,250,"Blast,Period"
Supercontig_12.2,3902851,3903050,200,"Blast,Het,Period"
Supercontig_12.2,3903051,3905200,2150,"Blast,Depth,Het,Period"
Supercontig_12.2,3905201,3905350,150,"Blast,Het,Period"
Supercontig_12.2,3905351,3905700,350,"Blast,Period"
Supercontig_12.2,3905701,3905950,250,"Blast,Depth,Het,Period"
Supercontig_12.2,3905951,3906150,200,"Blast,Het,Period"
Supercontig_12.2,3906151,3906200,50,"Blast,Period"
Supercontig_12.2,3906201,3906400,200,Period
Supercontig_12.2,3906401,3906450,50,"Blast,Het,Period"
Supercontig_12.2,3906451,3907200,750,"Blast,Depth,Het,Period"
Supercontig_12.2,3907201,3907250,50,"Blast,Het,Period"
Supercontig_12.2,3907251,3907750,500,"Blast,Period"
Supercontig_12.2,3907751,3907850,100,"Blast,Depth,Period"
Supercontig_12.2,3907851,3908050,200,"Blast,Depth,Het,Period"
Supercontig_12.2,3908051,3908200,150,"Blast,Period"
Supercontig_12.2,3908201,3908357,157,Period
Supercontig_12.2,3908401,3908500,100,Blast
Supercontig_12.2,3908501,3908650,150,"Blast,Het"
Supercontig_12.2,3908651,3908899,249,"Blast,Depth,Het"
Supercontig_12.2,3908900,3909100,201,"Blast,Depth,Het,Period"
Supercontig_12.2,3909101,3909533,433,"Blast,Het,Period"
Supercontig_12.2,3909534,3909550,17,"Blast,Het"
Supercontig_12.2,3909551,3909650,100,"Blast,Depth,Het"
Supercontig_12.2,3909651,3909845,195,"Blast,Het"
Supercontig_12.2,3909846,3910139,294,"Blast,Het,Period"
Supercontig_12.2,3910140,3910700,561,"Blast,Het"
Supercontig_12.2,3910701,3911212,512,"Blast,Depth,Het"
Supercontig_12.2,3911213,3911788,576,"Blast,Depth,Het,Period"
Supercontig_12.2,3911789,3911983,195,"Blast,Depth,Het"
Supercontig_12.2,3911984,3912000,17,"Blast,Depth,Het,Period"
Supercontig_12.2,3912001,3912200,200,"Blast,Het,Period"
Supercontig_12.2,3912201,3912400,200,"Blast,Depth,Het,Period"
Supercontig_12.2,3912401,3912466,66,"Blast,Het,Period"
Supercontig_12.2,3912467,3912850,384,"Blast,Het"
Supercontig_12.2,3912851,3912869,19,"Blast,Depth,Het"
Supercontig_12.2,3912870,3913100,231,"Blast,Depth,Het,Period"
Supercontig_12.2,3913101,3913149,49,"Blast,Het,Period"
Supercontig_12.2,3913150,3913150,1,"Blast,Het"
Supercontig_12.2,3913151,3913200,50,Blast
Supercontig_12.2,3913401,3913500,100,"Blast,Depth"
Supercontig_12.2,3913501,3913501,1,"Blast,Depth,Het"
Supercontig_12.2,3913502,3915595,2094,"Blast,Depth,Het,Period"
Supercontig_12.2,3915596,3915823,228,"Blast,Depth,Het"
Supercontig_12.2,3915824,3916350,527,"Blast,Depth,Het,Period"
Supercontig_12.2,3916351,3916550,200,"Blast,Het,Period"
Supercontig_12.2,3916551,3918350,1800,"Blast,Depth,Het,Period"
Supercontig_12.2,3918351,3918400,50,"Blast,Het,Period"
Supercontig_12.2,3918401,3918450,50,"Het,Period"
Supercontig_12.2,3918451,3918600,150,Period
Supercontig_12.2,3918601,3918700,100,"Blast,Period"
Supercontig_12.2,3918701,3918750,50,"Blast,Het,Period"
Supercontig_12.2,3918751,3919479,729,"Blast,Depth,Het,Period"
Supercontig_12.2,3919480,3920131,652,"Blast,Depth,Het"
Supercontig_12.2,3920132,3920400,269,"Blast,Depth,Het,Period"
Supercontig_12.2,3920401,3920600,200,"Blast,Het,Period"
Supercontig_12.2,3920601,3920872,272,"Blast,Depth,Het,Period"
Supercontig_12.2,3920873,3921220,348,"Blast,Depth,Het"
Supercontig_12.2,3921221,3921300,80,"Blast,Depth,Het,Period"
Supercontig_12.2,3921301,3921600,300,"Blast,Het,Period"
Supercontig_12.2,3921601,3921770,170,"Blast,Depth,Het,Period"
Supercontig_12.2,3921771,3921974,204,"Blast,Depth,Het"
Supercontig_12.2,3921975,3922400,426,"Blast,Depth,Het,Period"
Supercontig_12.2,3922401,3922600,200,"Blast,Het,Period"
Supercontig_12.2,3922601,3922800,200,"Blast,Depth,Het,Period"
Supercontig_12.2,3922801,3922900,100,"Blast,Het,Period"
Supercontig_12.2,3922901,3923500,600,"Blast,Period"
Supercontig_12.2,3923501,3923700,200,"Blast,Het,Period"
Supercontig_12.2,3923701,3923730,30,"Blast,Depth,Het,Period"
Supercontig_12.2,3923731,3923950,220,"Blast,Depth,Het"
Supercontig_12.2,3923951,3924050,100,"Blast,Het"
Supercontig_12.2,3924051,3924300,250,Blast
Supercontig_12.2,3924301,3924450,150,"Blast,Het"
Supercontig_12.2,3924451,3924750,300,Blast
Supercontig_12.2,3924751,3925400,650,"Blast,Het"
Supercontig_12.2,3925401,3925550,150,"Blast,Depth,Het"
Supercontig_12.2,3925551,3925800,250,"Blast,Het"
Supercontig_12.2,3925801,3926050,250,"Blast,Depth,Het"
Supercontig_12.2,3926051,3927200,1150,"Blast,Het"
Supercontig_12.2,3927201,3927400,200,"Depth,Het"
Supercontig_12.2,3927401,3927600,200,"Blast,Depth,Het"
Supercontig_12.2,3927601,3928000,400,"Depth,Het"
Supercontig_12.2,3928001,3928200,200,"Blast,Depth,Het"
Supercontig_12.2,3928201,3928600,400,"Depth,Het"
Supercontig_12.2,3928601,3928750,150,"Blast,Depth,Het"
Supercontig_12.2,3928751,3929400,650,"Blast,Het"
Supercontig_12.2,3929401,3929500,100,Het
Supercontig_12.2,3929501,3929600,100,"Depth,Het"
Supercontig_12.2,3929601,3929650,50,"Blast,Depth,Het"
Supercontig_12.2,3929651,3929842,192,"Blast,Het"
Supercontig_12.2,3929843,3930200,358,"Blast,Het,Period"
Supercontig_12.2,3930201,3930712,512,"Blast,Depth,Het,Period"
Supercontig_12.2,3930713,3930750,38,"Blast,Depth,Het"
Supercontig_12.2,3930751,3931150,400,"Blast,Het"
Supercontig_12.2,3931151,3931250,100,"Blast,Depth,Het"
Supercontig_12.2,3931251,3931500,250,"Blast,Het"
Supercontig_12.2,3931501,3931925,425,"Blast,Depth,Het"
Supercontig_12.2,3931926,3932465,540,"Blast,Depth,Het,Period"
Supercontig_12.2,3932466,3933100,635,"Blast,Depth,Het"
Supercontig_12.2,3933101,3933650,550,"Blast,Het"
Supercontig_12.2,3933651,3934181,531,"Blast,Depth,Het"
Supercontig_12.2,3934182,3935293,1112,"Blast,Depth,Het,Period"
Supercontig_12.2,3935294,3935600,307,"Blast,Depth,Het"
Supercontig_12.2,3935601,3935800,200,"Depth,Het"
Supercontig_12.2,3935801,3935950,150,"Blast,Depth,Het"
Supercontig_12.2,3935951,3936150,200,"Blast,Het"
Supercontig_12.2,3936151,3936400,250,"Blast,Depth,Het"
Supercontig_12.2,3936401,3936500,100,"Depth,Het"
Supercontig_12.2,3936501,3936600,100,Het
Supercontig_12.2,3936851,3936950,100,Depth
Supercontig_12.2,3937351,3937450,100,Depth
Supercontig_12.2,3937801,3938000,200,Blast
Supercontig_12.2,3938151,3938300,150,Het
Supercontig_12.2,3939251,3939400,150,Het
Supercontig_12.2,3940551,3940700,150,Het
Supercontig_12.2,3941301,3941400,100,Depth
Supercontig_12.2,3941851,3942050,200,Het
Supercontig_12.2,3943351,3943500,150,Het
Supercontig_12.2,3943951,3944250,300,Depth
Supercontig_12.2,3944701,3944850,150,Het
Supercontig_12.2,3945101,3945200,100,Depth
Supercontig_12.2,3946151,3946350,200,Depth
Supercontig_12.2,3947151,3947800,650,Het
Supercontig_12.2,3948751,3948900,150,Het
Supercontig_12.2,3949651,3950300,650,Het
Supercontig_12.2,3950751,3950900,150,Het
Supercontig_12.2,3953001,3953100,100,Blast
Supercontig_12.2,3953101,3953200,100,"Blast,Depth"
Supercontig_12.2,3953201,3953250,50,Depth
Supercontig_12.2,3953451,3953500,50,Depth
Supercontig_12.2,3953501,3953600,100,"Depth,Het"
Supercontig_12.2,3953601,3953650,50,Het
Supercontig_12.2,3953901,3954100,200,Het
Supercontig_12.2,3955051,3955300,250,Het
Supercontig_12.2,3955401,3955950,550,Depth
Supercontig_12.2,3956201,3956300,100,Depth
Supercontig_12.2,3957651,3957800,150,Het
Supercontig_12.2,3961101,3961300,200,Depth
Supercontig_12.2,3961601,3961700,100,Depth
Supercontig_12.2,3962551,3962850,300,Het
Supercontig_12.2,3963251,3963400,150,Het
Supercontig_12.2,3966101,3966250,150,Het
Supercontig_12.2,3966351,3966500,150,Depth
Supercontig_12.2,3966601,3966650,50,Blast
Supercontig_12.2,3966651,3966800,150,"Blast,Het"
Supercontig_12.2,3967101,3967550,450,Het
Supercontig_12.2,3968451,3968650,200,Het
Supercontig_12.2,3969101,3969350,250,Het
Supercontig_12.2,3969701,3969850,150,Het
Supercontig_12.2,3970001,3970200,200,Blast
Supercontig_12.2,3970401,3970600,200,Blast
Supercontig_12.2,3970951,3971100,150,Het
Supercontig_12.2,3971351,3971500,150,Het
Supercontig_12.2,3973301,3973650,350,Het
Supercontig_12.2,3974201,3974600,400,Het
Supercontig_12.2,3974801,3974950,150,Het
Supercontig_12.2,3975401,3975650,250,Depth
Supercontig_12.2,3975851,3976050,200,Het
Supercontig_12.2,3976601,3976800,200,Depth
Supercontig_12.2,3978201,3978400,200,Blast
Supercontig_12.2,3980251,3980600,350,Depth
Supercontig_12.2,3980601,3980800,200,"Blast,Depth"
Supercontig_12.2,3980801,3981100,300,Depth
Supercontig_12.2,3981101,3981300,200,"Depth,Het"
Supercontig_12.2,3981301,3981550,250,Het
Supercontig_12.2,3981551,3981950,400,"Depth,Het"
Supercontig_12.2,3981951,3982200,250,Depth
Supercontig_12.2,3982301,3982450,150,Het
Supercontig_12.2,3983301,3983450,150,Het
Supercontig_12.2,3985101,3985250,150,Het
Supercontig_12.2,3985551,3986000,450,Het
Supercontig_12.2,3988001,3988200,200,Blast
Supercontig_12.2,3988401,3988600,200,Blast
Supercontig_12.2,3988751,3989050,300,Het
Supercontig_12.2,3990201,3990300,100,Depth
Supercontig_12.2,3990351,3990500,150,Het
Supercontig_12.2,3991351,3991500,150,Het
Supercontig_12.2,3991851,3991950,100,Depth
Supercontig_12.2,3992151,3992250,100,Depth
Supercontig_12.2,3992301,3992400,100,Het
Supercontig_12.2,3992401,3992500,100,"Blast,Het"
Supercontig_12.2,3992501,3992600,100,Blast
Supercontig_12.2,3993651,3994100,450,Depth
Supercontig_12.2,3994551,3994700,150,Het
Supercontig_12.2,3996451,3996800,350,Depth
Supercontig_12.2,3998001,3998350,350,Depth
Supercontig_12.2,3998951,3999100,150,Het
Supercontig_12.2,3999751,3999800,50,Het
Supercontig_12.2,3999801,3999900,100,"Depth,Het"
Supercontig_12.2,4000151,4000950,800,Depth
Supercontig_12.2,4001901,4002050,150,Het
Supercontig_12.2,4004851,4005000,150,Het
Supercontig_12.2,4005451,4005600,150,Het
Supercontig_12.2,4006851,4006900,50,Het
Supercontig_12.2,4006901,4007000,100,"Depth,Het"
Supercontig_12.2,4007001,4007100,100,Depth
Supercontig_12.2,4007301,4007600,300,Het
Supercontig_12.2,4008501,4008600,100,Het
Supercontig_12.2,4008601,4008800,200,"Blast,Het"
Supercontig_12.2,4008801,4008950,150,Het
Supercontig_12.2,4009601,4009750,150,Het
Supercontig_12.2,4010101,4010250,150,Het
Supercontig_12.2,4010601,4010750,150,Het
Supercontig_12.2,4011001,4011117,117,Depth
Supercontig_12.2,4011118,4011200,83,"Depth,Period"
Supercontig_12.2,4011201,4011350,150,"Blast,Period"
Supercontig_12.2,4011351,4011500,150,"Blast,Het,Period"
Supercontig_12.2,4011501,4011800,300,"Blast,Period"
Supercontig_12.2,4011801,4011900,100,"Het,Period"
Supercontig_12.2,4011901,4011908,8,"Depth,Het,Period"
Supercontig_12.2,4011909,4011950,42,"Depth,Het"
Supercontig_12.2,4011951,4012150,200,Depth
Supercontig_12.2,4013051,4013200,150,Het
Supercontig_12.2,4014051,4014200,150,Het
Supercontig_12.2,4014701,4014850,150,Het
Supercontig_12.2,4016551,4016850,300,Depth
Supercontig_12.2,4017651,4017800,150,Het
Supercontig_12.2,4018251,4018600,350,Het
Supercontig_12.2,4018751,4018850,100,Depth
Supercontig_12.2,4020601,4020850,250,Depth
Supercontig_12.2,4022751,4022900,150,Depth
Supercontig_12.2,4023951,4024050,100,Depth
Supercontig_12.2,4024101,4024300,200,Het
Supercontig_12.2,4024401,4024550,150,Depth
Supercontig_12.2,4024551,4024600,50,Het
Supercontig_12.2,4024601,4024750,150,"Blast,Het"
Supercontig_12.2,4024751,4024800,50,Blast
Supercontig_12.2,4025001,4025450,450,Het
Supercontig_12.2,4025951,4026450,500,Het
Supercontig_12.2,4026801,4026836,36,Blast
Supercontig_12.2,4026837,4026900,64,"Blast,Period"
Supercontig_12.2,4026901,4027000,100,"Blast,Depth,Period"
Supercontig_12.2,4027001,4027168,168,"Blast,Period"
Supercontig_12.2,4027169,4027200,32,Blast
Supercontig_12.2,4027901,4028050,150,Het
Supercontig_12.2,4028051,4028200,150,Depth
Supercontig_12.2,4028401,4028950,550,Het
Supercontig_12.2,4029151,4029300,150,Het
Supercontig_12.2,4030251,4030550,300,Depth
Supercontig_12.2,4031001,4031300,300,Depth
Supercontig_12.2,4032051,4032150,100,Depth
Supercontig_12.2,4032401,4032500,100,Depth
Supercontig_12.2,4033651,4033850,200,Het
Supercontig_12.2,4034201,4034300,100,Depth
Supercontig_12.2,4035901,4036100,200,Het
Supercontig_12.2,4038201,4038500,300,Depth
Supercontig_12.2,4038751,4038800,50,Depth
Supercontig_12.2,4038801,4038850,50,"Depth,Het"
Supercontig_12.2,4038851,4039000,150,Het
Supercontig_12.2,4039151,4039400,250,Depth
Supercontig_12.2,4039601,4039750,150,Het
Supercontig_12.2,4040401,4041000,600,Het
Supercontig_12.2,4041301,4041450,150,Het
Supercontig_12.2,4041951,4042050,100,Depth
Supercontig_12.2,4042251,4042450,200,Het
Supercontig_12.2,4042451,4042550,100,"Depth,Het"
Supercontig_12.2,4042551,4042700,150,Het
Supercontig_12.2,4043001,4043150,150,Depth
Supercontig_12.2,4044651,4044750,100,Depth
Supercontig_12.2,4045451,4045650,200,Depth
Supercontig_12.2,4045651,4045950,300,"Depth,Het"
Supercontig_12.2,4045951,4046050,100,Het
Supercontig_12.2,4046451,4046550,100,Depth
Supercontig_12.2,4047151,4047200,50,Het
Supercontig_12.2,4047201,4047400,200,"Blast,Het"
Supercontig_12.2,4047851,4048200,350,Het
Supercontig_12.2,4048601,4048850,250,Het
Supercontig_12.2,4049701,4049800,100,Depth
Supercontig_12.2,4050551,4050700,150,Het
Supercontig_12.2,4051001,4051250,250,Het
Supercontig_12.2,4051801,4052000,200,Het
Supercontig_12.2,4052901,4053050,150,Het
Supercontig_12.2,4053351,4053450,100,Depth
Supercontig_12.2,4053551,4053700,150,Het
Supercontig_12.2,4054001,4054200,200,Blast
Supercontig_12.2,4054701,4054900,200,Het
Supercontig_12.2,4055201,4055350,150,Het
Supercontig_12.2,4056101,4056200,100,Depth
Supercontig_12.2,4056401,4056650,250,Depth
Supercontig_12.2,4057451,4057600,150,Depth
Supercontig_12.2,4058351,4058450,100,Depth
Supercontig_12.2,4058701,4059200,500,Depth
Supercontig_12.2,4060001,4060550,550,Depth
Supercontig_12.2,4061451,4061650,200,Het
Supercontig_12.2,4061801,4062000,200,Depth
Supercontig_12.2,4062001,4062400,400,"Blast,Het"
Supercontig_12.2,4062401,4062600,200,"Blast,Depth,Het"
Supercontig_12.2,4062601,4062650,50,"Depth,Het"
Supercontig_12.2,4063451,4063600,150,Het
Supercontig_12.2,4063801,4063950,150,Het
Supercontig_12.2,4064301,4064500,200,Het
Supercontig_12.2,4065201,4065400,200,"Blast,Het"
Supercontig_12.2,4065401,4065450,50,Het
Supercontig_12.2,4065801,4065950,150,Depth
Supercontig_12.2,4066051,4066200,150,Het
Supercontig_12.2,4066201,4066400,200,Blast
